국가,기관,발행일,제목,원문,링크,수집일
일본,디지털청,2021-04-27,디지털 에이전시,デジタル庁,https://news.google.com/rss/articles/CBMiP0FVX3lxTE9nTVNrMGhQU2lqbi13OUFPUl9VMzdUYXNpX2NFQlpjQ2lzM0NHQVJzQjNhQXZzYXF6Tk04aGFoNA?oc=5,2026-02-04
오스트리아,BMF,2021-04-19,금융 부문의 디지털화,Digitalisierung des Finanzsektors,https://news.google.com/rss/articles/CBMisAFBVV95cUxOOEE4eElhRTlVeGx2UnhPakhaUDB1QURrVm5iSC1JbVpWT3ZfVzlBTHI0cTU4VzFLVUNGYTliOHlmSHpFc2FoclNhUlg4SG0xeWlTQXVxY1lwTXEyTUdUVGxBVURfaEpPV2JDWC1ZODl2d241OWlvdHloYnFJaXBFYjRZOE52VjZLSFJtLVp1b3E4VHJrTVFpQ0ZZcy1lV182cC1GWDgzdWxwSC1yQ09KZg?oc=5,2026-02-04
사우디,MCIT,2021-01-11,인공지능 트랙,مسار الذكاء الاصطناعي,https://news.google.com/rss/articles/CBMiWkFVX3lxTE93R1hQX3J2SnRQU0IzQXhGVkhJSS1RRFpHeEpjWVg1SmlhS2d1RVEzY1hpalVYc1RETTRrYWlfV1NsRktjdGJta09ReXJNdDdfeFhKcnk3Vk5TQQ?oc=5,2026-02-04
이스라엘,IIA,2020-12-23,인공 지능 및 데이터 과학 위원회,ועדת בינה מלאכותית ומדע הנתונים,https://news.google.com/rss/articles/CBMikARBVV95cUxPSGxCb2dPWElGS3c2QUFpTVZnbEZzQUlQbS0zQ2RDU2RUb3JPTlhSSUpmdlBwWnE3RElMbmw4ei1tYjdtRVNkd1h1dDlVWklQWm9MRW5jU3JpRDQtd2xvMURid0hsNjg3UWhpWEljRzBYbV9NVFlRUkZuVk1IUUN1Q1BHY2VRRkFaRndKcVdSRzBmVjZEYnA0VjE2NmIxU2w0cXN4Z2JHbnNQMl84ZGNwZG1kUGtoeTlNOG1MQVFuUHBwZEpacnBfLVBVTS1NVFdmMG5uMWtkZzY2U0VRR0NmU0YyX2pxOVlwOUhCa0xYLVVBWS1IclpKWWVjLVA2M0h3Y1FOOUJLbWlobnBvTXB2aHBhZVN2amI4VWFwXzRjQ1ZNRk9RVWs3SkNmSE5IdlJrM0ZqZ01XRVdMRDJrN3FHRFVpSG9hRE9wN1QzUmsxSjFpMXVzZGNhSkcxY0ZvZnAwczRZVkJiQjhHNlAzb05ZRFVvWW0zdVRuc29PbEhQWEo0ektYTHgxeng3Qk1zUDZza2JGbmV0VF9rZmR3eVRCV1RISWxxOHRzUFB3N3FTWWFCZVRpc1k3RjBGQVpMb25IWmxRSDU1VzFpMzVnNlpELWxYQ1gwQUwtTkVrb01sRVZlVzg3aVJIZGhZblZQRVlLZTdpazhpcDF5ay1ZZUFfSjhpS2ZsTXR6RUNuX2pudG4?oc=5,2026-02-04
대한민국,과학기술정보통신부,2020-12-12,유관기관,유관기관,https://news.google.com/rss/articles/CBMihwFBVV95cUxNalVtbnBvdlROaXJSUHhzbUdKaFg3Yy1YbVh3b0J2bTJGOWNsVEg2bkJyVHdIcTVDU2VuNFhtazhEQUd0MV9HRFduU2NnaTRTMjRyUDdCbWNNdkxBMTBiaGlzblEzR2NablpyTFN4ZGVzeXY5MFpzMXZOTXRzNHBUX3ZxOEx3TGs?oc=5,2026-02-04
대한민국,과학기술정보통신부,2020-12-07,MI소개,MI소개,https://news.google.com/rss/articles/CBMidkFVX3lxTE40TU43dnc4UDRMRmIzalE5bDlsRS1tWHl6Sm9MUDZPUHRJVmY4S0lrdXFZcXByOTh6djFHdWtQcDZOb1JYbXRLSnE1Zmh5Qm0ybHlXWkc0bkRmMEZvV2VBZzl5NC1XbmhteGJzbGFJdkVvUHN2bFE?oc=5,2026-02-04
오스트리아,BMF,2020-12-04,규제샌드박스 자문위원,Mitglieder des Regulatory Sandbox Beirats,https://news.google.com/rss/articles/CBMie0FVX3lxTFBIcHY4LTlORWdvZHE5V3FzNmFBY0ZFMzV1UHFtR29TNmQzakFEM0JFWHhELTM3T2lnQmhBbHNuaE1iaDRBTUN0bnFQR1NCRnpuVExvdVMwV29XVnlLV2dSTUIwQXB2emlWWUZXVl9ZcV9MaWNTVVpnbkh2bw?oc=5,2026-02-04
대한민국,과학기술정보통신부,2020-12-01,소속유관기관,소속유관기관,https://news.google.com/rss/articles/CBMid0FVX3lxTE5Dd25QejBGZkZlelVPX0s0WGN5Yi0zcWtnVnZkQldvMjJqc1dadl9JZndnVUh2U29XeHJHbjNsbUtXdXlxTE5HQ1NyRlYxZnN3Q3ZVU19YSzN2VHhhbFV4WGJFRzhyZEd6VmxKdUNHa1k3RU1fbHI0?oc=5,2026-02-04
대한민국,과학기술정보통신부,2020-11-30,조직도,조직도,https://news.google.com/rss/articles/CBMidkFVX3lxTE1nQnV1RVFrTVV3b01mRGlfbkxzS3ZFTUpEakI5N1RsdEltRXBaUy10LVNXdDRfQ2ZZVENOaEppUXZXM2VENTJ1SGYxdnJKSnIzQUk4Tmh2S0MxTlZUckVBdTRKdXp5TzA1RG5qaDVJa3J6YjRVYkE?oc=5,2026-02-04
아일랜드,DETE,2020-11-28,취업 허가 대상이 아닌 직업 목록,Ineligible List of Occupations for employment permits,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNajVOZ1hUVUtzb0pSeURnQnZJSDIweWEtZUNyQk5KRFNZYUZCemN4T0FDT2dpYlgwSnhDRlhOaEN1R2tLUU9OUFdfNDhnbUllYmxvM2dWQy1QYkQxd3FBTkw5ZVp2TEhUUkZwOHVrWGNZQjZiVEtveUVMZzZjZXkyM3p4VHJXWHhxcmo4WDFrQ3FmcHRTTXJrblNQdzRaTFVtWGhnQ083a1JHRWhMLVZJaXFwQnFORnIyYklmaWc4YlV5UnBDOURheG5PWUdsVDdzSGp0bGFQMWRQTjA1M0Y0?oc=5,2026-02-04
대한민국,과학기술정보통신부,2020-11-25,- 과학기술정보통신부,- 과학기술정보통신부,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1xcGREV1JXRzl6M2RBMG93U2RObW13TlNKOVVIUnRGY0h1ZG9ZTHc0c05jYXVWY2J6R1lUMFc5MjFyX0RNNVdOOEpMdmlhclRi?oc=5,2026-02-04
아일랜드,DETE,2020-11-14,중요 기술 직업 목록,Critical Skills Occupations List,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOS0VvRkRjb0RkN2tUcmFHWnZkdUxQNXpHczRpUTVoTmNGczdVZzVwa2c0VG1KTFJTc2czTExSYjhUOXFIZGU1OFRLQldXRXlhcmZXWkRielVJaDN0VXpEdHFDaU1RU3JqUjJtS1Vfbnd3bngtTXhHeWxTY082OXQ1c1M3cDhVd3h3cUZnUWsyUWdDV3dkcE1MeGtya3NrdFY2RWROR0R1ZEprd3UxOXZpdmlpVTdDSmF3UFNKSTBacF8xUEhiNm5Ga1l5SmtSSXJGeExUckl4dGNyVlFwcjVsWHkxTGc4QQ?oc=5,2026-02-04
영국,DSIT,2020-11-06,HM 여권 사무국 웹채팅,HM Passport Office webchat,https://news.google.com/rss/articles/CBMingFBVV95cUxONENhal9ycVhyY2xzZ0c2NHQ5djRkZGdnaEhDRDlRVFZHR1VtUUJWRDFQcjlTTzN1ZHo3ZzhjOE51enNyNjh1bzdkOW96dGdTUm52SklEOFVaa3Jrb0V6akxmTDlQY3hiOTNJdTNBLUg1LTUyMUlhWG1VTDB2dWxfYjJaU2xqMmoxd2VTbjVoSVhPeGJHbFF6UUMzM2xJdw?oc=5,2026-02-04
벨기에,BIPT,2020-04-02,연산자,Operatoren,https://news.google.com/rss/articles/CBMiREFVX3lxTFBzbkpuSXFiWUIzeEdEV3BYb0wwUlZldXV4YllUOHRGR20wd0V1UEp3WWF5anlsa1hDbkdvWEFnbFJmQkR2?oc=5,2026-02-04
벨기에,BIPT,2020-04-02,소비자 |BIPT,Consumenten | BIPT,https://news.google.com/rss/articles/CBMiRkFVX3lxTE0tTTJzbjl6bnFRQ0ZKaVNGeTF0Z2ZqQnVlcUNybXJuSmhWWlYwV3lJM0g3c1I5NGppZy1hV2lMSTZXUFdFTVE?oc=5,2026-02-04
노르웨이,KDD,2020-01-14,인공지능 국가 전략,Nasjonal strategi for kunstig intelligens,https://news.google.com/rss/articles/CBMingFBVV95cUxNTkhhZWVtWmFIWFp5Y3FMWEFvcjRJSzg3Z2s3ZjZycGFmcXFGYkxUSWxyUURHY2YwOFBCNUtuS1NGaENWYlF4alp1SS1oTWFhYkZoZ0pwUm8wVGxMZDYwUlpZTGFXYWxEMlh4Q04tSmhhNTFJekNxQmotbVNZZzlHejdKV09ZNmp3SG9aaVoyUHh3d25DVGF3U3c1ckwwQQ?oc=5,2026-02-04
싱가포르,IMDA,2020-01-10,사회가 AI를 습득하도록 돕는다,Helping society to pick up AI,https://news.google.com/rss/articles/CBMilAFBVV95cUxPaGpyUjQ3ckdJNFZIMng3emxzcmZiQUNfVUpXdEpRQTlvd3cxamw5YUxrdUlOamYxWGFuVmh0M092UzJxYU5RdGt0WVRwb3locWQ0S1BLbGZxTE9Tc0luNTY5NkROV2ZHa2FHUl9yYXdzek9jWGpLQ2k0SmhLOG9Ja1hPa0NMZFpjY3hEU3Z0NDZGcVpI?oc=5,2026-02-04
일본,MIC,2019-12-17,“차세대 AI x ICT 데이터빌리티 전략”,「次世代 AI×ICT データビリティ戦略」,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5YMVo4cFhCRjhKTUZsc21FajFZNjJaZXNSemlsSGlMazlFMkFhd1JGbDVibUdhODJnY1JmYXo5MXJKaDVSQmJHMlJEYTJlSk1namlZbDlkdjgxbGZmZ0pZ?oc=5,2026-02-04
프랑스,Bercy,2019-10-14,경제재정부,MINISTERE DE L'ECONOMIE ET DES FINANCES,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9WTlU3OHEyTXVqUWt5WERqVHdUTHVpMHBWWERlVnI2ZzQzUTF0czh1bkdLa0tEWXpoQnNRWi1vaWFiVUZkb1I4OV95QXFjdw?oc=5,2026-02-04
미국,NTIA,2019-05-22,"미국, 글로벌 AI 원칙 채택에 OECD와 합류",U.S. Joins with OECD in Adopting Global AI Principles,https://news.google.com/rss/articles/CBMieEFVX3lxTE0zMk9xamt1ZUVJbC1sQ2dUSWp2Mm1ybHQwZ2pOUm5KQlY4V0ZpSmVvMkZzejNFOUZGRGtmRFlQalNqX3lscERWaWZfdWtPVUVhQ1RvRzVBQk02MEJtMmFybHpJSHp0a3J5bndTN3RJVG1pMUw0bHJDaQ?oc=5,2026-02-04
대한민국,산업통상자원부,2019-04-12,보 도 자 료,보 도 자 료,https://news.google.com/rss/articles/CBMiogFBVV95cUxNaGdiMEpGcEZYMVEzSlJHNGtnekxDbGxRTjl4dDB3aGZ1dnViaFUyN3ozbjFZQWpaZlFlMGEtdHZQbzRBU016RGs1czdpSHZMQnB2cFZKSlNTV0V1QTVzeE4xdzN1cUFrNE1uVkgzOWR1T2JYd0p6SS0zTml1SThKNEtmZ1UxY19tWU1KUGx3TmdfQkhNNVM0b2pEWE9RVDZOd3c?oc=5,2026-02-04
노르웨이,KDD,2019-04-09,다른 나라의 전략,Strategier fra andre land,https://news.google.com/rss/articles/CBMixwFBVV95cUxQd3V6YmlxdmYtVF82a1VKamE1dnI1SkxFalRlLW1oVGZiaHVZOUhNcjBVWkxPWHNKaW5lRjY4QU9Pd2kxT1VCcHJRb04zc2Z1eTg4T3hMazMtOXFJSmFQNXlxdnN0RjJJYmliNW92dTBoWHluVHJTTEt2UXhpUEFKQ19HNXU4Rno0Mzh2ZUxKbWF0cUIzV0dwOEFOSEdCSTZGVUQteUE3UjVvRV9RZ1dqQ0dFX192ZHRyNWJxRVlKcEhCelVkeGZn?oc=5,2026-02-04
네덜란드,Digital,2019-01-16,주제,Topics,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9QV3BBUXRpSnN1bjFMYnJGS3hzb01EdnFHQ0pvVW9HTENVblBodFk0SllwYXJ4akEyMllicWhQbGFXMDVRbUY0Vnc4ZzBUcUQxbDd4TXJYWQ?oc=5,2026-02-04
네덜란드,EZK,2018-11-15,"법무부, 망명 및 이주부",Ministry of Justice and Security & Ministry of Asylum and Migration,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPdWRUZlFLVUt0enF4Y21nUVhmQVFCSkp2YnNGanZ4eUN1OVlQUldfNnJBTmhDc1NFZWVPSy1ZYTVPaXlIa255MElOX2V4Mkk3OGRRaGhwMnFXdWNzNjdzcWpxLUFjc0pRc0h5SXNzRm45SVNVNmRWekVSWGRVSS1acDdZelE1c2NPbVZpb3N5RWhjeGdMMlNzejQ5TmwyOGNtTHotWEtjWEhJcnI3Z1BJVWdDY2lSYk90RzkxWmhMX2tVWlc1Q2l3VDhwNV80bWJfRHJlX25lQmhNTEl2LTBPSzVBTzlJNDBtY1ZRX0tDODdCYXVadzRTRDU0dWZWQQ?oc=5,2026-02-04
미국,DOC,2018-11-10,일반 언어,Plain language,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1KWk5OOEZwaW1KS1JENHRiOEpHQVpKZVNucGFhM2FZdGQxTGVYVGJIaUZTM3ktMnBIS1ZlMnZ5eS1aMDJDV1FteGV1ODlRdnJza0N4akFUQWNpMzFQYlhBWXI5QWo?oc=5,2026-02-04
대만,MOEA,2018-11-07,대만의 인공지능 보건의료 분야 발전에 대한 글로벌 관점,從全球展望臺灣人工智慧健康醫藥領域之開發,https://news.google.com/rss/articles/CBMikAFBVV95cUxOYzB5UjBBa0hPd1djWU1yWU1sZTRGekhmamFzLXFOUi16bzRyVWhsallibzZyTFA4NUM3SVpFSDlYd3Y0UXJYbW9rbzlXS3ZkaHBvMzZaNzhKSnJQRVYtdTA4bkhrQjBxd1BHOEExWmVwVXlNS080cmVMaDhscktTR3pRU0N5RENZd2JaQ21uWVY?oc=5,2026-02-04
네덜란드,Digital,2018-10-30,집,Home,https://news.google.com/rss/articles/CBMiS0FVX3lxTFA1OFlBRXpYWGVraEtKMVhQWHVneW1ORFRpZ1pTZWF3UWpQamtJWUhMWms5Y295bGFLQ3VRTkdMN3ZkZnRXWDRvMXBiZw?oc=5,2026-02-04
중국,CAC,2018-10-12,중앙사이버보안정보기술위원회 사무국,中央网络安全和信息化委员会办公室,https://news.google.com/rss/articles/CBMiO0FVX3lxTE1ndGxnaGYzaWhhaEhodDlOdElhYnZabEJCeHg3dGlZek9fOTBvQm5rTlRmdThTNXRPMEtZ?oc=5,2026-02-04
핀란드,MEE,2018-06-28,EU 인공지능 그룹을 이끄는 Pekka Ala-Pietilä,Pekka Ala-Pietilä EU:n tekoälyryhmän johtoon,https://news.google.com/rss/articles/CBMibkFVX3lxTE80TlhwdXg3OXFReWZ0SFFORVkyZ3VUa2dOdGVnajVBM2NmY2JiempZOVVqeG9ycnoxLTV2TjJRR0JldVNNNHRMQ1hURnZCMXhaeTJBeDJGNldqb3NrVFNJVzM1VDlKbEVnS3RsZFRB?oc=5,2026-02-04
벨기에,BIPT,2018-01-26,국내 번호 매기기 계획,National numbering plan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBtRkdPNnhWN3laWVVpWVRQWUVqZF8yUkxpN18yYjlTRXBtUm1rTV83T2VFZ2szcDVHaVNtTDNIc2xPSmJIam9PdFU5Yldsa3FGOW1lMnBia3N5T3pqVmVUNElaOS1EVFZ1bmVwWFdicncydUk?oc=5,2026-02-04
대한민국,과학기술정보통신부,2017-09-12,과학기술정보통신부,과학기술정보통신부,https://news.google.com/rss/articles/CBMiO0FVX3lxTE00ZHYwbDlTRm9JTjBIcXl2MFRmZWZmNUoxeDRlTGJBMnp6aS1EX25vZG1wUHoxdmlYSkFn?oc=5,2026-02-04
스위스,OFCOM,2016-06-11,의사소통을 가능하게 하다,Kommunikation ermöglichen,https://news.google.com/rss/articles/CBMiQEFVX3lxTE5sR2M4RmtQRDBremY2WUs0Wm1fdjZKSlZvMUk0WW1rNElaYkNqSWJaOXVQVjEyRUpOWG5OUnRvdTA?oc=5,2026-02-04
프랑스,DGE,2016-06-02,홈 |기업총국,Accueil | Direction générale des Entreprises,https://news.google.com/rss/articles/CBMiR0FVX3lxTE9fTTVIVHRXX1pmZlN5TVJiVnNOZHZ0SmN4MTBDNHJaTXFDdUxydUNZVGdQaFpMZU5XbWI1RW9ybUdCazlDX1hj?oc=5,2026-02-04
프랑스,Bercy,2016-05-30,DGCCRF,DGCCRF,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1mMWZiT3Z3OXY5S2VaSEVHSkJHbHVsems2SFhjY1ZHZlZQdkMzeU9oM3pZdFN3eDZvZ195U3NmMk44NzhHNHF1V29Mcw?oc=5,2026-02-04
프랑스,Bercy,2016-04-29,경제재정부 산업에너지주권부,Ministère de l’Économie des Finances et de la Souveraineté industrielle et énergétique,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE42Wk1lRjJRMnRVN2htZUxfQ2xCSHRrdXdELWVxa0NYNnJrS0dWeldfcEJXQlNNbTY1alppQVRLTEI4QkU?oc=5,2026-02-04
일본,METI,2016-03-31,경제산업성 홈페이지(METI),経済産業省のWEBサイト （METI/経済産業省）,https://news.google.com/rss/articles/CBMiO0FVX3lxTE41Y2hvZHZxVzgyX3NnM2MxUkkzNWRneGFoMGZNSVhmb19HWlEtRk1XZUd6UzBWdEIzRmZB?oc=5,2026-02-04
네덜란드,EZK,2016-02-16,기업과 혁신,Enterprise and innovation,https://news.google.com/rss/articles/CBMiakFVX3lxTFBKTktiU2llc3JCUk05SVNpcUMzemVtczBMNVZydk1kVlIxaVp0TWN5NjhNZXIwdjZIeExFaFJ6c0Z3Q1h1S0t6aWRvVXdKWXRPdldsSTFOLWdzb0NQQTlYVXdlcmotbEZmM0E?oc=5,2026-02-04
미국,DOC,2015-08-19,소식,News,https://news.google.com/rss/articles/CBMiQ0FVX3lxTFBfd0tjUl9PLVJrb0pqRVNUV0RpNzE5WFJZT3NfRGRQY0lJenUzLTRXeWQza2dQYkN5VzF4cGRtdmZPWkU?oc=5,2026-02-04
네덜란드,EZK,2015-07-01,IOB 평가,IOB Evaluation,https://news.google.com/rss/articles/CBMirgNBVV95cUxOekdfZjI4SlFLbEtnOHpYT0hqWTBBT0k2dDM2NVRmRkNzdEQ3R25jSTJudnoyRy1Cc294NXBWRmRpLTM2N003TFN1eG9jYnVSY0JlSEh0SEdQZldjWmcwYXJvdTY2M2IxeXFCTUgzM0lUOTd1MjBrdURrT3pmZ19VOWU1M1gwQ3o3UXlEQnN6azlWaGpxSzlmUWE4bjVDS3dOcDRNQ1hmZ1h5UUtyc09IUU9NeDg1U1VBMFE0VnFmYzFNMkFzcmRMX3N6eDJVRGRRTVdSVUZWRm53Q1N3WEZHZVNzU0dfUloyYTliUDVlcjhvMHJ1MFRFdndQVUhCRkFxenNYVTJoNjJaV0tVdER4enE5WnB1SzdaajdGYW9JMFc2b3BxSVpsVzFrWXlQanFXc3ZIWlhpREdzWDg4LXBBRUJOSlhUUWtvemkxV3BnWG1HU3FIQmxyRmNMRENRYm9VWDY1RnlSYTFrSmpnR1oyR1JXRXEtUjNiYjlxcnAtVEFWNHZlRGo4QW1NMktIbUN6bU5GZWxCWkNpbElIb1hNN001RlV2OFB0ZTd4RERB?oc=5,2026-02-04
오스트리아,BMF,2013-06-10,세금 및 관세 양식,Formulare Steuern & Zoll,https://news.google.com/rss/articles/CBMiekFVX3lxTE9YckNZbF93Mnh3Y3QwY3pkdUluU2RkdnI0c0FndXk1R1FIRXctWTcwaGdwNUJTem5acEdkVHdrZkpMUFpfZnl3QklVUEtfb2pvSGlpNmU0dDYzYUxmSG5acEszNktKUXdDLTEtUDc5VGhnSGFrbmxUSjV3?oc=5,2026-02-04
영국,DSIT,2012-01-31,운전 및 운송,Driving and transport,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9PYzB2czQzZ0k1TkdBSUEwcklVTHJ4Qko0eFZmUlIzVmRoM21tM3MxZ3JZNU9qWGlBaGhVWGZ0dXRWWFdVOWtaTQ?oc=5,2026-02-04
미국,DOC,2006-10-20,미국 상무부,U.S. Department of Commerce,https://news.google.com/rss/articles/CBMiPkFVX3lxTE9uR19jREtBcDFSMmctU1VvZi1IalVFTl9JcFRxcGlNOXB5eXRpMkY4ZnBXYlRiUWJVcXdQbXVB?oc=5,2026-02-04
일본,MIC,2006-08-09,총무성,総務省,https://news.google.com/rss/articles/CBMiPEFVX3lxTE8tY2pMNW9BT25kMkthTVdUWlBtak9IWW5VQ3ZRbzN0YzhUZkkwbkFVMHo5VVlKcUtLRUgtUw?oc=5,2026-02-04
미국,백악관,2006-06-21,백악관,The White House,https://news.google.com/rss/articles/CBMiQEFVX3lxTE90OThBeUxqbE5KSktFY0pSN2l3NWFPdkJtNUpvczRlTTRWbTd4eHpQQWNlU1hHblFKYjRWV0tlS1A?oc=5,2026-02-04
스웨덴,Finance,1999-11-19,표지 영어,Omslag engelskt,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQME5sbHEyWC1NMWoweU9rX0FqdF9Fdlh0OE9TUGhyemlFdElHbHYweUJ5MHhMT1kwWnFqanAwa0luVUlQVENhOE9CLWtHSUJuSmJzd3dJMEpnUlpzYll0RVVIOU5qbXZ4eUNuRW1hVFlybHVNS2FBbUdpR2tUQlBMZVlZRTlZRjNndnFzaU9GM1FoWS04Q3kxdXRkRm5hUzAtTnVacWlGaTVaeEh3Z3NpWXJaMm5qR3JVR3JLbWZubkliZnVwMjFvM3pqcWpvRmNnN1JnSnpqYkYtQQ?oc=5,2026-02-04
