발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-12-11,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing of Amendment No. 1 and Order Granting Accelerated Approval of a Proposed Rule Change, as Modified by Amendment No. 1, To Amend Certain Initial Listing Requirements for de-SPAC Transactions",https://www.federalregister.gov/documents/2025/12/11/2025-22469/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-of-amendment-no-1-and,2025-22469
2025-12-11,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Investors Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend IEX's Fee Schedule Concerning the Supplemental Market Quality Program,https://www.federalregister.gov/documents/2025/12/11/2025-22468/self-regulatory-organizations-investors-exchange-llc-notice-of-filing-and-immediate-effectiveness-of,2025-22468
2025-12-11,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Investors Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Fee Schedule Pursuant to IEX Rules 15.110(a) and (c) To Delete Obsolete Language,https://www.federalregister.gov/documents/2025/12/11/2025-22467/self-regulatory-organizations-investors-exchange-llc-notice-of-filing-and-immediate-effectiveness-of,2025-22467
2025-12-11,"Health and Human Services Department, Food and Drug Administration",Notice,Food and Drug Administration Expert Panel on Testosterone Replacement Therapy for Men; Request for Information,https://www.federalregister.gov/documents/2025/12/11/2025-22466/food-and-drug-administration-expert-panel-on-testosterone-replacement-therapy-for-men-request-for,2025-22466
2025-12-11,"Transportation Department, Maritime Administration",Notice,Request for Comments on the Renewal of a Previously Approved Information Collection: Application for Conveyance of Port Facility Property,https://www.federalregister.gov/documents/2025/12/11/2025-22465/request-for-comments-on-the-renewal-of-a-previously-approved-information-collection-application-for,2025-22465
2025-12-11,Postal Regulatory Commission,Notice,New Postal Products,https://www.federalregister.gov/documents/2025/12/11/2025-22464/new-postal-products,2025-22464
2025-12-10,Executive Office of the President,Presidential Document,Addressing Security Risks From Price Fixing and Anti-Competitive Behavior in the Food Supply Chain,https://www.federalregister.gov/documents/2025/12/10/2025-22537/addressing-security-risks-from-price-fixing-and-anti-competitive-behavior-in-the-food-supply-chain,2025-22537
2025-12-10,Executive Office of the President,Presidential Document,"National Pearl Harbor Remembrance Day, 2025",https://www.federalregister.gov/documents/2025/12/10/2025-22536/national-pearl-harbor-remembrance-day-2025,2025-22536
2025-12-10,"Homeland Security Department, U.S. Customs and Border Protection",Notice,Agency Information Collection Activities; Revision; Guam-CNMI Visa Waiver Information (Form I-736),https://www.federalregister.gov/documents/2025/12/10/2025-22463/agency-information-collection-activities-revision-guam-cnmi-visa-waiver-information-form-i-736,2025-22463
2025-12-10,"Transportation Department, Federal Motor Carrier Safety Administration",Notice,"Commercial Driver's License Standards: Application for Exemption International Motors, LLC, Formerly Known as Navistar, Inc.",https://www.federalregister.gov/documents/2025/12/10/2025-22462/commercial-drivers-license-standards-application-for-exemption-international-motors-llc-formerly,2025-22462
2025-12-10,"Homeland Security Department, U.S. Customs and Border Protection",Notice,Agency Information Collection Activities; Revision; Arrival and Departure Record (Form I-94) and Electronic System for Travel Authorization (ESTA),https://www.federalregister.gov/documents/2025/12/10/2025-22461/agency-information-collection-activities-revision-arrival-and-departure-record-form-i-94-and,2025-22461
2025-12-10,"Trade Representative, Office of United States",Notice,Performance Review Board Membership,https://www.federalregister.gov/documents/2025/12/10/2025-22460/performance-review-board-membership,2025-22460
2025-12-10,Justice Department,Notice,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Previously Approved Collection; Financial Capability Form,https://www.federalregister.gov/documents/2025/12/10/2025-22459/agency-information-collection-activities-proposed-ecollection-ecomments-requested-extension-of-a,2025-22459
2025-12-10,"Health and Human Services Department, National Institutes of Health",Notice,National Institute on Aging; Notice of Meeting,https://www.federalregister.gov/documents/2025/12/10/2025-22458/national-institute-on-aging-notice-of-meeting,2025-22458
2025-12-10,"Labor Department, Office of the Secretary",Notice,Addressing Barriers to Participation of Faith Organizations in DOL Programs and Funding,https://www.federalregister.gov/documents/2025/12/10/2025-22457/addressing-barriers-to-participation-of-faith-organizations-in-dol-programs-and-funding,2025-22457
2025-12-10,Energy Department,Notice,"Environmental Management Site-Specific Advisory Board, Savannah River Site",https://www.federalregister.gov/documents/2025/12/10/2025-22456/environmental-management-site-specific-advisory-board-savannah-river-site,2025-22456
2025-12-10,Energy Department,Notice,Agency Information Collection,https://www.federalregister.gov/documents/2025/12/10/2025-22455/agency-information-collection,2025-22455
2025-12-10,Small Business Administration,Notice,Data Collection Available for Public Comments,https://www.federalregister.gov/documents/2025/12/10/2025-22454/data-collection-available-for-public-comments,2025-22454
2025-12-10,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/12/10/2025-22453/combined-notice-of-filings-1,2025-22453
2025-12-10,"Energy Department, Federal Energy Regulatory Commission",Notice,"Domtar Paper Company, LLC; Notice of Availability of Environmental Assessment",https://www.federalregister.gov/documents/2025/12/10/2025-22452/domtar-paper-company-llc-notice-of-availability-of-environmental-assessment,2025-22452
2025-12-10,"Energy Department, Federal Energy Regulatory Commission",Notice,Tygart LLC; Notice of Intent To Prepare an Environmental Assessment,https://www.federalregister.gov/documents/2025/12/10/2025-22451/tygart-llc-notice-of-intent-to-prepare-an-environmental-assessment,2025-22451
2025-12-10,"Energy Department, Federal Energy Regulatory Commission",Notice,"Neptune Pumped Storage 1, LLC; Notice of Surrender of Preliminary Permit",https://www.federalregister.gov/documents/2025/12/10/2025-22450/neptune-pumped-storage-1-llc-notice-of-surrender-of-preliminary-permit,2025-22450
2025-12-10,Justice Department,Rule,Transfer of the Functions of the Tax Division to the Civil Division and the Criminal Division,https://www.federalregister.gov/documents/2025/12/10/2025-22449/transfer-of-the-functions-of-the-tax-division-to-the-civil-division-and-the-criminal-division,2025-22449
2025-12-10,Justice Department,Rule,Rescinding Portions of Department of Justice Title VI Regulations To Conform More Closely With the Statutory Text and To Implement Executive Order 14281,https://www.federalregister.gov/documents/2025/12/10/2025-22448/rescinding-portions-of-department-of-justice-title-vi-regulations-to-conform-more-closely-with-the,2025-22448
2025-12-10,Postal Service,Notice,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/12/10/2025-22447/sunshine-act-meetings,2025-22447
2025-12-10,Federal Reserve System,Notice,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,https://www.federalregister.gov/documents/2025/12/10/2025-22446/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,2025-22446
2025-12-10,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; Extra Aerobatic Aircraft GmbH Airplanes,https://www.federalregister.gov/documents/2025/12/10/2025-22445/airworthiness-directives-extra-aerobatic-aircraft-gmbh-airplanes,2025-22445
2025-12-10,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; Piaggio Aviation S.p.A. Airplanes,https://www.federalregister.gov/documents/2025/12/10/2025-22444/airworthiness-directives-piaggio-aviation-spa-airplanes,2025-22444
2025-12-10,"Health and Human Services Department, Health Resources and Services Administration",Notice,Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Health Resources and Services Administration Uniform Data System,https://www.federalregister.gov/documents/2025/12/10/2025-22443/agency-information-collection-activities-proposed-collection-public-comment-request-information,2025-22443
2025-12-10,Consumer Financial Protection Bureau,Notice,Agency Information Collection Activities: Comment Request,https://www.federalregister.gov/documents/2025/12/10/2025-22442/agency-information-collection-activities-comment-request,2025-22442
2025-12-10,Consumer Financial Protection Bureau,Notice,Agency Information Collection Activities: Comment Request,https://www.federalregister.gov/documents/2025/12/10/2025-22441/agency-information-collection-activities-comment-request,2025-22441
2025-12-10,Consumer Financial Protection Bureau,Notice,Agency Information Collection Activities: Comment Request,https://www.federalregister.gov/documents/2025/12/10/2025-22440/agency-information-collection-activities-comment-request,2025-22440
2025-12-10,"Homeland Security Department, Coast Guard",Rule,Special Local Regulations; Marine Events Within the Southwest Coast Guard District,https://www.federalregister.gov/documents/2025/12/10/2025-22439/special-local-regulations-marine-events-within-the-southwest-coast-guard-district,2025-22439
2025-12-10,"Homeland Security Department, Coast Guard",Rule,"Fixed and Moving Safety Zone; Vicinity of the M/V SAMPOGRACHT; Houston Ship Channel and Seabrook, TX",https://www.federalregister.gov/documents/2025/12/10/2025-22438/fixed-and-moving-safety-zone-vicinity-of-the-mv-sampogracht-houston-ship-channel-and-seabrook-tx,2025-22438
2025-12-10,Federal Communications Commission,Rule,"Connect America Fund, Alaska Connect Fund, Connect America Fund-Alaska Plan et al.",https://www.federalregister.gov/documents/2025/12/10/2025-22437/connect-america-fund-alaska-connect-fund-connect-america-fund-alaska-plan-et-al,2025-22437
2025-12-10,Veterans Affairs Department,Notice,Agency Information Collection Activity: Application for Pre-Need Determination of Eligibility for Burial,https://www.federalregister.gov/documents/2025/12/10/2025-22436/agency-information-collection-activity-application-for-pre-need-determination-of-eligibility-for,2025-22436
2025-12-10,Veterans Affairs Department,Notice,Agency Information Collection Activity: VA MATIC Enrollment/Change,https://www.federalregister.gov/documents/2025/12/10/2025-22435/agency-information-collection-activity-va-matic-enrollmentchange,2025-22435
2025-12-10,Federal Communications Commission,Rule,Wireless Emergency Alerts and the Emergency Alert System,https://www.federalregister.gov/documents/2025/12/10/2025-22434/wireless-emergency-alerts-and-the-emergency-alert-system,2025-22434
2025-12-10,Education Department,Notice,Agency Information Collection Activities; Comment Request; DC School Choice Incentive Program,https://www.federalregister.gov/documents/2025/12/10/2025-22433/agency-information-collection-activities-comment-request-dc-school-choice-incentive-program,2025-22433
