발행일,발행부처,문서종류,제목(한글),제목(영문),원문링크
2025-06-20,Executive Office of the President,대통령문서,텍사스 주 라레도 시가 라레도-콜롬비아 연대 국제 교량의 육로 입국항에서 차량 국경 통과를 확장하고 지속적으로 유지 및 운영하도록 승인,"Authorizing the City of Laredo, Texas, To Expand and Continue To Maintain, and Operate a Vehicular Border Crossing at the Laredo-Colombia Solidarity International Bridge Land Port of Entry",https://www.federalregister.gov/documents/2025/06/20/2025-11389/authorizing-the-city-of-laredo-texas-to-expand-and-continue-to-maintain-and-operate-a-vehicular
2025-06-20,"Homeland Security Department, Coast Guard",최종규칙(Rule),"규제 유형 위스콘신 강, 워소, 위스콘신","Type of Regulation; Wisconsin River, Wausau, WI",https://www.federalregister.gov/documents/2025/06/20/2025-11386/type-of-regulation-wisconsin-river-wausau-wi
2025-06-20,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Airbus Canada Limited Partnership(CSALP(C Series Aircraft Limited Partnership), Bombardier, Inc.가 이전에 보유한 형식 인증서)","Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/06/20/2025-11385/airworthiness-directives-airbus-canada-limited-partnership-type-certificate-previously-held-by-c
2025-06-20,Environmental Protection Agency,최종규칙(Rule),항공 계획 승인; 뉴욕; 연료 구성 및 사용,Air Plan Approval; New York; Fuel Composition and Use,https://www.federalregister.gov/documents/2025/06/20/2025-11373/air-plan-approval-new-york-fuel-composition-and-use
2025-06-20,Executive Office of the President,대통령문서,Nippon Steel Corporation의 United States Steel Corporation 인수 제안에 대해,Regarding the Proposed Acquisition of United States Steel Corporation by Nippon Steel Corporation,https://www.federalregister.gov/documents/2025/06/20/2025-11372/regarding-the-proposed-acquisition-of-united-states-steel-corporation-by-nippon-steel-corporation
2025-06-20,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 헬리콥터,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/06/20/2025-11346/airworthiness-directives-airbus-helicopters
2025-06-20,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 헬리콥터,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/06/20/2025-11344/airworthiness-directives-airbus-helicopters
2025-06-20,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; CFM International, S.A. 엔진","Airworthiness Directives; CFM International, S.A. Engines",https://www.federalregister.gov/documents/2025/06/20/2025-11340/airworthiness-directives-cfm-international-sa-engines
2025-06-20,Securities and Exchange Commission,최종규칙(Rule),잠재적인 형사집행을 위한 기관 추천에 관한 정책 성명,Policy Statement Concerning Agency Referrals for Potential Criminal Enforcement,https://www.federalregister.gov/documents/2025/06/20/2025-11332/policy-statement-concerning-agency-referrals-for-potential-criminal-enforcement
2025-06-20,Federal Maritime Commission,최종규칙(Rule),권한 위임 및 조직 구성요소 설명,Delegations of Authority and Descriptions of Organization Components,https://www.federalregister.gov/documents/2025/06/20/2025-11306/delegations-of-authority-and-descriptions-of-organization-components
2025-06-20,Environmental Protection Agency,최종규칙(Rule),제재 연기 결정; 캘리포니아; 동부 컨(Eastern Kern) 대기 오염 통제 구역; 고정식 연소 터빈,Determination To Defer Sanctions; California; Eastern Kern Air Pollution Control District; Stationary Combustion Turbines,https://www.federalregister.gov/documents/2025/06/20/2025-11283/determination-to-defer-sanctions-california-eastern-kern-air-pollution-control-district-stationary
2025-06-20,Environmental Protection Agency,최종규칙(Rule),유해 대기 오염 물질에 대한 국가 배출 표준; 오클라호마에 권한 위임,National Emission Standards for Hazardous Air Pollutants; Delegation of Authority to Oklahoma,https://www.federalregister.gov/documents/2025/06/20/2025-11265/national-emission-standards-for-hazardous-air-pollutants-delegation-of-authority-to-oklahoma
2025-06-18,Executive Office of the President,대통령문서,2025년 아버지날,"Father's Day, 2025",https://www.federalregister.gov/documents/2025/06/18/2025-11363/fathers-day-2025
2025-06-18,Executive Office of the President,대통령문서,미 육군 창설 250주년,250th Anniversary of the Founding of the United States Army,https://www.federalregister.gov/documents/2025/06/18/2025-11362/250th-anniversary-of-the-founding-of-the-united-states-army
2025-06-18,Executive Office of the President,대통령문서,"국기의 날 및 국기 주간, 2025","Flag Day and National Flag Week, 2025",https://www.federalregister.gov/documents/2025/06/18/2025-11361/flag-day-and-national-flag-week-2025
2025-06-18,Executive Office of the President,대통령문서,상식적인 산불 예방 및 대응 역량 강화,Empowering Commonsense Wildfire Prevention and Response,https://www.federalregister.gov/documents/2025/06/18/2025-11358/empowering-commonsense-wildfire-prevention-and-response
2025-06-18,Executive Office of the President,대통령문서,"Green Corridors, LLC가 미국과 멕시코 사이의 국제 경계에서 텍사스 주 라레도 인근의 상업용 고가 안내로 국경 횡단을 건설, 유지 및 운영하도록 승인","Authorizing Green Corridors, LLC, To Construct, Maintain, and Operate a Commercial Elevated Guideway Border Crossing Near Laredo, Texas, at the International Boundary Between the United States and Mexico",https://www.federalregister.gov/documents/2025/06/18/2025-11354/authorizing-green-corridors-llc-to-construct-maintain-and-operate-a-commercial-elevated-guideway
2025-06-18,Environmental Protection Agency,최종규칙(Rule),항공 계획 승인; 콜로라도; Denver Metro/North Front Range 2008 오존 미달성 지역에 대한 체류 및 제재 연기에 대한 임시 최종 결정,Air Plan Approval; Colorado; Interim Final Determination to Stay and Defer Sanctions in the Denver Metro/North Front Range 2008 Ozone Nonattainment Area,https://www.federalregister.gov/documents/2025/06/18/2025-11266/air-plan-approval-colorado-interim-final-determination-to-stay-and-defer-sanctions-in-the-denver
2025-06-18,Consumer Financial Protection Bureau,최종규칙(Rule),신용기회평등법(규정 B)에 따른 중소기업 대출; 준수 날짜 연장,Small Business Lending Under the Equal Credit Opportunity Act (Regulation B); Extension of Compliance Dates,https://www.federalregister.gov/documents/2025/06/18/2025-11244/small-business-lending-under-the-equal-credit-opportunity-act-regulation-b-extension-of-compliance
2025-06-18,Consumer Financial Protection Bureau,최종규칙(Rule),규칙 제정과 관련된 절차 철회,Procedure Relating to Rulemaking; Rescission,https://www.federalregister.gov/documents/2025/06/18/2025-11241/procedure-relating-to-rulemaking-rescission
2025-06-18,"Health and Human Services Department, Food and Drug Administration",최종규칙(Rule),의료기기; 시판 전 신고 면제: 클래스 II 기기; 임상 전자 체온계,Medical Devices; Exemptions From Premarket Notification: Class II Devices; Clinical Electronic Thermometers,https://www.federalregister.gov/documents/2025/06/18/2025-11207/medical-devices-exemptions-from-premarket-notification-class-ii-devices-clinical-electronic
2025-06-18,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 일반 전기 회사 엔진,Airworthiness Directives; General Electric Company Engines,https://www.federalregister.gov/documents/2025/06/18/2025-11206/airworthiness-directives-general-electric-company-engines
2025-06-18,"Agriculture Department, Farm Service Agency",최종규칙(Rule),쓸모없는 규정의 제거,Removal of Obsolete Regulations,https://www.federalregister.gov/documents/2025/06/18/2025-11204/removal-of-obsolete-regulations
2025-06-18,"Homeland Security Department, Coast Guard",최종규칙(Rule),안전 구역; 펜실베이니아주 이리; 미시간주 디트로이트; 미네소타주 덜루스,"Safety Zones; Erie, PA; Detroit, MI; Duluth, MN",https://www.federalregister.gov/documents/2025/06/18/2025-11203/safety-zones-erie-pa-detroit-mi-duluth-mn
2025-06-18,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; Monongahela River MM 122-122.5, 리브스빌, WV","Safety Zone; Monongahela River MM 122-122.5, Rivesville, WV",https://www.federalregister.gov/documents/2025/06/18/2025-11202/safety-zone-monongahela-river-mm-122-1225-rivesville-wv
2025-06-18,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),D등급 공역의 개정; 플로리다 주 주피터,"Amendment of Class D Airspace; Jupiter, FL",https://www.federalregister.gov/documents/2025/06/18/2025-11200/amendment-of-class-d-airspace-jupiter-fl
2025-06-18,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"D등급 공역 개정 및 E등급 공역 설정, 아칸소주 리틀록","Amendment of Class D Airspace and Establishment of Class E Airspace; Little Rock, AR",https://www.federalregister.gov/documents/2025/06/18/2025-11199/amendment-of-class-d-airspace-and-establishment-of-class-e-airspace-little-rock-ar
2025-06-18,Postal Service,최종규칙(Rule),우편 서비스 계약위원회 항소 전 실무 규칙,Rules of Practice Before the Postal Service Board of Contract Appeals,https://www.federalregister.gov/documents/2025/06/18/2025-10984/rules-of-practice-before-the-postal-service-board-of-contract-appeals
2025-06-17,"Homeland Security Department, Coast Guard",최종규칙(Rule),"특별지방규정; 뉴올리언스 근해 그랑프리; 폰차트레인 호수, 뉴올리언스, LA","Special Local Regulation; New Orleans Offshore Grand Prix; Lake Pontchartrain, New Orleans, LA",https://www.federalregister.gov/documents/2025/06/17/2025-11173/special-local-regulation-new-orleans-offshore-grand-prix-lake-pontchartrain-new-orleans-la
2025-06-17,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 배타적경제수역 어업; 쿡 입구; 2025년 연어 최종 수확 사양,Fisheries of the Exclusive Economic Zone off Alaska; Cook Inlet; Final 2025 Harvest Specifications for Salmon,https://www.federalregister.gov/documents/2025/06/17/2025-11159/fisheries-of-the-exclusive-economic-zone-off-alaska-cook-inlet-final-2025-harvest-specifications-for
2025-06-17,"Interior Department, National Park Service",최종규칙(Rule),수도권; America250 이벤트,National Capital Region; America250 Events,https://www.federalregister.gov/documents/2025/06/17/2025-11155/national-capital-region-america250-events
2025-06-17,Education Department,최종규칙(Rule),최종 우선순위 및 요구사항 - 재활 장기 훈련 프로그램,Final Priorities and Requirements-Rehabilitation Long-Term Training Program,https://www.federalregister.gov/documents/2025/06/17/2025-11117/final-priorities-and-requirements-rehabilitation-long-term-training-program
2025-06-17,Education Department,최종규칙(Rule),국립 직업재활기술지원센터,National Vocational Rehabilitation Technical Assistance Center,https://www.federalregister.gov/documents/2025/06/17/2025-11103/national-vocational-rehabilitation-technical-assistance-center
2025-06-17,"Treasury Department, Office of the Secretary of the Treasury",최종규칙(Rule),민사 벌금의 인플레이션 조정,Inflation Adjustment of Civil Monetary Penalties,https://www.federalregister.gov/documents/2025/06/17/2025-10963/inflation-adjustment-of-civil-monetary-penalties
2025-06-17,Postal Service,최종규칙(Rule),우편 서비스 절차에서 정의법에 대한 평등한 접근,Equal Access to Justice Act in Postal Service Proceedings,https://www.federalregister.gov/documents/2025/06/17/2025-10962/equal-access-to-justice-act-in-postal-service-proceedings
